author_name,pmid,author_id
ZhangH.,2-s2.0-84947914653,401
ChenY.,2-s2.0-84947914653,274
FanQ.,2-s2.0-84947914653,5896
LiJ.G.,2-s2.0-84947914653,7455
LiuC.,2-s2.0-84947914653,4315
LuB.,2-s2.0-84947914653,7456
HunterD.W.,2-s2.0-84947919666,7457
HibbardP.B.,2-s2.0-84947919666,7458
BrandG.,2-s2.0-84947938405,7459
MillerK.,2-s2.0-84947938405,7460
SaundersR.,2-s2.0-84947938405,7461
DugmoreH.,2-s2.0-84947938405,7462
Etherton-BeerC.,2-s2.0-84947938405,7463
HaslbeckV.,2-s2.0-84947996957,7464
EcklJ.M.,2-s2.0-84947996957,7465
DrazicA.,2-s2.0-84947996957,7466
RutzD.A.,2-s2.0-84947996957,7467
LorenzO.R.,2-s2.0-84947996957,7468
ZimmermannK.,2-s2.0-84947996957,7469
KriehuberT.,2-s2.0-84947996957,7470
LindemannC.,2-s2.0-84947996957,7471
MadlT.,2-s2.0-84947996957,7472
RichterK.,2-s2.0-84947996957,7473
CarraG.,2-s2.0-84948073845,7474
CrocamoC.,2-s2.0-84948073845,7475
SchivalocchiA.,2-s2.0-84948073845,7476
BartoliF.,2-s2.0-84948073845,7477
CarrettaD.,2-s2.0-84948073845,7478
BrambillaG.,2-s2.0-84948073845,7479
ClericiM.,2-s2.0-84948073845,7480
YangP.,2-s2.0-84948083634,7481
NiuK.,2-s2.0-84948083634,7482
WuY.,2-s2.0-84948083634,6560
StruffertT.,2-s2.0-84948083634,7483
DorflerA.,2-s2.0-84948083634,7484
SchaferS.,2-s2.0-84948083634,7485
RoyaltyK.,2-s2.0-84948083634,7486
StrotherC.,2-s2.0-84948083634,7487
ChenG.-H.,2-s2.0-84948083634,5930
TractenbergR.E.,2-s2.0-84948092763,7488
RussellA.J.,2-s2.0-84948092763,7489
MorganG.J.,2-s2.0-84948092763,7490
FitzGeraldK.T.,2-s2.0-84948092763,7491
CollmannJ.,2-s2.0-84948092763,7492
VinselL.,2-s2.0-84948092763,7493
SteinmannM.,2-s2.0-84948092763,7494
DollingL.M.,2-s2.0-84948092763,7495
JaspanO.N.,2-s2.0-84948132128,7496
FleysherR.,2-s2.0-84948132128,7497
LiptonM.L.,2-s2.0-84948132128,7498
LiR.,2-s2.0-84948137023,3703
WangP.,2-s2.0-84948137023,5360
TianY.,2-s2.0-84948137023,7499
WangB.,2-s2.0-84948137023,2394
LiG.,2-s2.0-84948137023,5406
DanisR.P.,2-s2.0-84948152931,7500
LavineJ.A.,2-s2.0-84948152931,7501
DomalpallyA.,2-s2.0-84948152931,7502
KimY.W.,2-s2.0-84948155004,7503
BaekS.R.,2-s2.0-84948155004,7504
LeeE.S.,2-s2.0-84948155004,7505
LeeS.H.,2-s2.0-84948155004,7506
MohS.H.,2-s2.0-84948155004,7507
KimS.Y.,2-s2.0-84948155004,7508
MohJ.H.,2-s2.0-84948155004,7509
KondoC.,2-s2.0-84948155004,7510
CheonY.W.,2-s2.0-84948155004,7511
Aristizabal-PachonA.F.,2-s2.0-84948170956,7512
CarvalhoT.I.,2-s2.0-84948170956,7513
CarraraH.H.,2-s2.0-84948170956,7514
AndradeJ.,2-s2.0-84948170956,7515
TakahashiC.S.,2-s2.0-84948170956,7516
ZhongY.,2-s2.0-84948177861,5655
WangL.,2-s2.0-84948177861,996
DongJ.,2-s2.0-84948177861,177
ZhangY.,2-s2.0-84948177861,3061
LuoP.,2-s2.0-84948177861,7517
QiJ.,2-s2.0-84948177861,7518
LiuX.,2-s2.0-84948177861,3455
XianC.J.,2-s2.0-84948177861,7519
MahjoubfarA.,2-s2.0-84948184767,7520
ChenC.L.,2-s2.0-84948184767,7521
JalaliB.,2-s2.0-84948184767,1596
NiklesJ.,2-s2.0-84948186237,7522
MitchellG.K.,2-s2.0-84948186237,7523
HardyJ.,2-s2.0-84948186237,7524
AgarM.,2-s2.0-84948186237,7525
SeniorH.,2-s2.0-84948186237,7526
CarmontS.-A.,2-s2.0-84948186237,7527
SchluterP.J.,2-s2.0-84948186237,7528
GoodP.,2-s2.0-84948186237,7529
VoraR.,2-s2.0-84948186237,7530
CurrowD.,2-s2.0-84948186237,7531
BakerB.G.,2-s2.0-84948386476,7532
WainR.A.J.,2-s2.0-84948386476,7533
KanitkarS.,2-s2.0-84948386476,7534
DanielsenH.E.,2-s2.0-84948434186,7535
PradhanM.,2-s2.0-84948434186,7536
NovelliM.,2-s2.0-84948434186,7537
MorganE.F.,2-s2.0-84948577781,7538
LeiJ.,2-s2.0-84948577781,7539
ChingH.-H.,2-s2.0-84948650524,7540
KooM.,2-s2.0-84948650524,7541
TsaiT.-H.,2-s2.0-84948650524,7542
ChenC.-Y.,2-s2.0-84948650524,7543
SerraoM.,2-s2.0-84948712856,7544
CorteseF.,2-s2.0-84948712856,7545
AndersenO.K.,2-s2.0-84948712856,7546
ConteC.,2-s2.0-84948712856,7547
SpaichE.G.,2-s2.0-84948712856,7548
FragiottaG.,2-s2.0-84948712856,7549
RanavoloA.,2-s2.0-84948712856,7550
CoppolaG.,2-s2.0-84948712856,7551
PerrottaA.,2-s2.0-84948712856,7552
PierelliF.,2-s2.0-84948712856,7553
KennedyM.A.,2-s2.0-84948752927,7554
HusseyP.,2-s2.0-84948752927,7555
YuN.,2-s2.0-84948767916,6864
WuJ.,2-s2.0-84948767916,1752
WeinsteinS.P.,2-s2.0-84948767916,7556
GaonkarB.,2-s2.0-84948767916,7557
KellerB.M.,2-s2.0-84948767916,7558
AshrafA.B.,2-s2.0-84948767916,7559
JiangY.,2-s2.0-84948767916,1115
DavatzikosC.,2-s2.0-84948767916,2365
ConantE.F.,2-s2.0-84948767916,7560
KontosD.,2-s2.0-84948767916,7561
BradtJ.,2-s2.0-84948787172,7562
ShimM.,2-s2.0-84948787172,7563
GoodillS.W.,2-s2.0-84948787172,7564
MurrayS.P.,2-s2.0-84948798549,7565
DoyleJ.,2-s2.0-84948799889,7566
WalshL.,2-s2.0-84948799889,7567
MoreiraA.H.J.,2-s2.0-84948823099,7568
QueirosS.,2-s2.0-84948823099,7569
MoraisP.,2-s2.0-84948823099,7570
RodriguesN.F.,2-s2.0-84948823099,7571
CorreiaA.R.,2-s2.0-84948823099,7572
FernandesV.,2-s2.0-84948823099,7573
PinhoA.C.M.,2-s2.0-84948823099,7574
FonsecaJ.C.,2-s2.0-84948823099,7575
VilacąJ.L.,2-s2.0-84948823099,7576
LeachmanS.A.,2-s2.0-84948845040,7577
CassidyP.B.,2-s2.0-84948845040,7578
ChenS.C.,2-s2.0-84948845040,7579
CurielC.,2-s2.0-84948845040,7580
GellerA.,2-s2.0-84948845040,7581
GareauD.,2-s2.0-84948845040,7582
PellacaniG.,2-s2.0-84948845040,7583
GrichnikJ.M.,2-s2.0-84948845040,7584
MalvehyJ.,2-s2.0-84948845040,7066
NorthJ.,2-s2.0-84948845040,7585
JacquesS.L.,2-s2.0-84948845040,7586
PetrieT.,2-s2.0-84948845040,7587
PuigS.,2-s2.0-84948845040,7588
SwetterS.M.,2-s2.0-84948845040,7589
TofteS.,2-s2.0-84948845040,7590
WeinstockM.A.,2-s2.0-84948845040,7591
GayV.,2-s2.0-84948992882,7592
LeijdekkersP.,2-s2.0-84948992882,7593
BanerjeeS.J.,2-s2.0-84949009443,7594
AzharuddinM.,2-s2.0-84949009443,7595
SenD.,2-s2.0-84949009443,7596
SavaleS.,2-s2.0-84949009443,7597
DattaH.,2-s2.0-84949009443,7598
DasguptaA.K.,2-s2.0-84949009443,7599
RoyS.,2-s2.0-84949009443,7600
TsakanikasP.,2-s2.0-84949009678,7601
PavlidisD.,2-s2.0-84949009678,7602
NychasG.-J.,2-s2.0-84949009678,7603
ShielC.,2-s2.0-84949088072,7604
LealFilhoW.,2-s2.0-84949088072,7605
doPaçoA.,2-s2.0-84949088072,7606
BrandliL.,2-s2.0-84949088072,7607
HuhS.,2-s2.0-84949115899,523
KaesemannP.,2-s2.0-84949115954,7608
ThomallaG.,2-s2.0-84949115954,3648
ChengB.,2-s2.0-84949115954,7609
TreszlA.,2-s2.0-84949115954,7610
FiehlerJ.,2-s2.0-84949115954,3650
ForkertN.D.,2-s2.0-84949115954,3646
MolinariF.,2-s2.0-84949179795,7611
AcharyaU.R.,2-s2.0-84949179795,419
SabaL.,2-s2.0-84949179795,3574
NicolaidesA.,2-s2.0-84949179795,3581
SuriJ.S.,2-s2.0-84949179795,2752
ScheerlinckT.,2-s2.0-84949189303,7612
PolflietM.,2-s2.0-84949189303,7613
DeklerckR.,2-s2.0-84949189303,7614
VanGompelG.,2-s2.0-84949189303,7615
BulsN.,2-s2.0-84949189303,7616
VandemeulebrouckeJ.,2-s2.0-84949189303,7617
YamauchiA.,2-s2.0-84949214097,7618
YokonishiH.,2-s2.0-84949214097,7619
ImagawaH.,2-s2.0-84949214097,7620
SakakibaraK.-I.,2-s2.0-84949214097,7621
NitoT.,2-s2.0-84949214097,7622
TayamaN.,2-s2.0-84949214097,7623
ChapmanC.,2-s2.0-84949234039,7624
MuijsD.,2-s2.0-84949234039,7625
ReynoldsD.,2-s2.0-84949234039,7626
SammonsP.,2-s2.0-84949234039,7627
TeddlieC.,2-s2.0-84949234039,7628
XuC.,2-s2.0-84949255485,6091
JiaoC.,2-s2.0-84949255485,7629
ZhengY.,2-s2.0-84949255485,1155
SunH.,2-s2.0-84949255485,7630
LiuW.,2-s2.0-84949255485,5998
CaiX.,2-s2.0-84949255485,7631
WangX.,2-s2.0-84949255485,448
LiuS.,2-s2.0-84949255485,1604
XuY.,2-s2.0-84949255485,2492
MouB.,2-s2.0-84949255485,7632
DaiS.,2-s2.0-84949255485,7633
FeiZ.,2-s2.0-84949255485,7634
WangQ.,2-s2.0-84949255485,3016
AlmazroaA.,2-s2.0-84949255852,7635
BurmanR.,2-s2.0-84949255852,7636
RaahemifarK.,2-s2.0-84949255852,7637
LakshminarayananV.,2-s2.0-84949255852,7638
Gómez-PoloC.,2-s2.0-84949294122,7639
PortilloMuñozM.,2-s2.0-84949294122,7640
LorenzoLuengoM.C.,2-s2.0-84949294122,7641
VicenteP.,2-s2.0-84949294122,7642
GalindoP.,2-s2.0-84949294122,7643
MartínCasadoA.M.,2-s2.0-84949294122,7644
O'HaraK.,2-s2.0-84949318910,7645
StevensD.,2-s2.0-84949318910,7646
WenC.-Y.,2-s2.0-84949324660,7647
DongL.,2-s2.0-84949324660,1842
JinX.,2-s2.0-84949324660,7648
EikeyE.V.,2-s2.0-84949500854,7649
ReddyM.C.,2-s2.0-84949500854,7650
KuziemskyC.E.,2-s2.0-84949500854,7651
AfganE.,2-s2.0-84949503780,7652
SloggettC.,2-s2.0-84949503780,7653
GoonasekeraN.,2-s2.0-84949503780,7654
MakuninI.,2-s2.0-84949503780,7655
BensonD.,2-s2.0-84949503780,7656
CroweM.,2-s2.0-84949503780,7657
GladmanS.,2-s2.0-84949503780,7658
KowsarY.,2-s2.0-84949503780,7659
PheasantM.,2-s2.0-84949503780,7660
HorstR.,2-s2.0-84949503780,7661
LonieA.,2-s2.0-84949503780,7662
ChengS.,2-s2.0-84949513138,6744
YangG.,2-s2.0-84949513138,3631
ZhaoY.,2-s2.0-84949513138,7663
PengM.,2-s2.0-84949513138,7664
SkibstedJø.,2-s2.0-84949513138,7665
YueY.,2-s2.0-84949513138,7666
AnilkumarP.H.,2-s2.0-84949517593,7667
AugustaSophyBeuletP.,2-s2.0-84949517593,7668
KalavathiP.,2-s2.0-84949523175,7669
PrasathV.B.S.,2-s2.0-84949523175,7670
PlancoulaineB.,2-s2.0-84949530049,1233
LaurinavicieneA.,2-s2.0-84949530049,7671
HerlinP.,2-s2.0-84949530049,4012
BesusparisJ.,2-s2.0-84949530049,7672
MeskauskasR.,2-s2.0-84949530049,7673
BaltrusaityteI.,2-s2.0-84949530049,7674
IqbalY.,2-s2.0-84949530049,7675
LaurinaviciusA.,2-s2.0-84949530049,7676
KontosC.K.,2-s2.0-84949534445,7677
AdamopoulosP.G.,2-s2.0-84949534445,7678
ScorilasA.,2-s2.0-84949534445,7679
PolivkaJ.,2-s2.0-84949535312,7680
PestaM.,2-s2.0-84949535312,7681
JankuF.,2-s2.0-84949535312,7682
BaiX.,2-s2.0-84949538404,5359
KusakawaS.,2-s2.0-84949548284,7683
YasudaS.,2-s2.0-84949548284,7684
KurodaT.,2-s2.0-84949548284,7685
KawamataS.,2-s2.0-84949548284,7686
SatoY.,2-s2.0-84949548284,7687
EnrightE.,2-s2.0-84949561042,7688
GardM.,2-s2.0-84949561042,7689
BrownS.-A.,2-s2.0-84949564084,7690
FergieG.,2-s2.0-84949644193,7691
HiltonS.,2-s2.0-84949644193,7692
HuntK.,2-s2.0-84949644193,7693
LuminiA.,2-s2.0-84949680697,7694
NanniL.,2-s2.0-84949680697,7695
BrahnamS.,2-s2.0-84949680697,7696
TongE.,2-s2.0-84949851920,5285
KomlosiP.,2-s2.0-84949851920,7697
WintermarkM.,2-s2.0-84949851920,118
AliR.,2-s2.0-84949870474,7698
AfzalM.,2-s2.0-84949870474,7699
HussainM.,2-s2.0-84949870474,6588
AliM.,2-s2.0-84949870474,7700
SiddiqiM.H.,2-s2.0-84949870474,7701
LeeS.,2-s2.0-84949870474,7702
HoKangB.,2-s2.0-84949870474,7703
ReshmaChandC.P.,2-s2.0-84949943091,7704
DheebaJ.,2-s2.0-84949943091,7705
PolycarpouI.,2-s2.0-84949959599,7706
Chrysanthou-BaustertI.,2-s2.0-84949959599,7707
DemetriadouO.,2-s2.0-84949959599,7708
ParpottasY.,2-s2.0-84949959599,7709
PanagidisC.,2-s2.0-84949959599,7710
MarsdenP.K.,2-s2.0-84949959599,7384
LivieratosL.,2-s2.0-84949959599,7711
NagarajS.,2-s2.0-84949962781,7712
RajuG.S.V.P.,2-s2.0-84949962781,7713
OphirY.,2-s2.0-84949963129,7714
RosenbergH.,2-s2.0-84949963129,7715
AsterhanC.S.C.,2-s2.0-84949963129,7716
SchwarzB.B.,2-s2.0-84949963129,7717
SaeedizadehZ.,2-s2.0-84950118214,7718
MehriDehnaviA.,2-s2.0-84950118214,7719
TalebiA.,2-s2.0-84950118214,7720
RabbaniH.,2-s2.0-84950118214,7721
SarrafzadehO.,2-s2.0-84950118214,7722
VardA.,2-s2.0-84950118214,7723
YaoJ.,2-s2.0-84950137148,7724
XiaJ.,2-s2.0-84950137148,2958
WangL.V.,2-s2.0-84950137148,1272
ModlinskaA.,2-s2.0-84950142342,7725
AlsayedA.M.,2-s2.0-84950142342,7726
GibaudT.,2-s2.0-84950142342,7727
KasaianK.,2-s2.0-84950153131,7728
WisemanS.M.,2-s2.0-84950153131,7729
WalkerB.A.,2-s2.0-84950153131,7730
ScheinJ.E.,2-s2.0-84950153131,1055
ZhaoY.,2-s2.0-84950153131,7663
HirstM.,2-s2.0-84950153131,7731
MooreR.A.,2-s2.0-84950153131,7732
MungallA.J.,2-s2.0-84950153131,7733
MarraM.A.,2-s2.0-84950153131,7130
JonesS.J.M.,2-s2.0-84950153131,7734
ShiW.,2-s2.0-84950153717,5453
YangJ.,2-s2.0-84950153717,7735
LiS.,2-s2.0-84950153717,404
ShanX.,2-s2.0-84950153717,7736
LiuX.,2-s2.0-84950153717,3455
HuaH.,2-s2.0-84950153717,7737
ZhaoC.,2-s2.0-84950153717,7738
FengZ.,2-s2.0-84950153717,4282
CaiZ.,2-s2.0-84950153717,7739
ZhangL.,2-s2.0-84950153717,2197
ZhouD.,2-s2.0-84950153717,7740
SarathiM.P.,2-s2.0-84950156175,7741
DuttaM.K.,2-s2.0-84950156175,7742
SinghA.,2-s2.0-84950156175,7743
TraviesoC.M.,2-s2.0-84950156175,7744
WangJ.,2-s2.0-84950243545,68
LiT.,2-s2.0-84950243545,7745
ZhouM.,2-s2.0-84950243545,7746
HuZ.,2-s2.0-84950243545,1936
ZhouX.,2-s2.0-84950243545,2319
ZhouS.,2-s2.0-84950243545,7747
WangN.,2-s2.0-84950243545,7748
HuangL.,2-s2.0-84950243545,7749
ZhaoL.,2-s2.0-84950243545,1081
CaoY.,2-s2.0-84950243545,869
XiaoM.,2-s2.0-84950243545,7750
MaD.,2-s2.0-84950243545,1766
ZhouP.,2-s2.0-84950243545,868
ShangZ.,2-s2.0-84950243545,7751
ZhouJ.,2-s2.0-84950243545,1765
JavidF.,2-s2.0-84950276929,7752
Smith-RobergeE.,2-s2.0-84950276929,7753
InnesM.C.,2-s2.0-84950276929,7754
ShanianA.,2-s2.0-84950276929,7755
WeaverJ.C.,2-s2.0-84950276929,7756
BertoldiK.,2-s2.0-84950276929,7757
VoK.D.,2-s2.0-84951030333,1374
YooA.J.,2-s2.0-84951030333,3219
GuptaA.,2-s2.0-84951030333,3578
QiaoY.,2-s2.0-84951030333,4644
VagalA.S.,2-s2.0-84951030333,7758
HirschJ.A.,2-s2.0-84951030333,7759
YousemD.M.,2-s2.0-84951030333,7760
LumC.,2-s2.0-84951030333,7761
ParstonG.,2-s2.0-84951035517,7762
McQueenJ.,2-s2.0-84951035517,7763
PatelH.,2-s2.0-84951035517,7764
KeownO.P.,2-s2.0-84951035517,7765
FontanaG.,2-s2.0-84951035517,7766
KuwariH.A.,2-s2.0-84951035517,7767
DarziA.,2-s2.0-84951035517,4219
KlineR.R.,2-s2.0-84951267615,7768
PérezO.G.B.,2-s2.0-84951292124,7769
DíazJ.A.,2-s2.0-84951292124,7770
MoralesJ.A.,2-s2.0-84951292124,7771
IrreraP.,2-s2.0-84951299113,4472
BlochI.,2-s2.0-84951299113,4473
DelplanqueM.,2-s2.0-84951299113,4474
DingC.,2-s2.0-84951335669,7772
TanZ.,2-s2.0-84951335669,7773
KupschA.,2-s2.0-84951566906,7774
LangeA.,2-s2.0-84951566906,7775
HentschelM.P.,2-s2.0-84951566906,7776
LückS.,2-s2.0-84951566906,7777
SchmidtV.,2-s2.0-84951566906,7778
GrothausmannR.,2-s2.0-84951566906,7779
HilgerA.,2-s2.0-84951566906,7780
MankeI.,2-s2.0-84951566906,7781
HaffertyF.W.,2-s2.0-84951736764,7782
O’DonnellJ.F.,2-s2.0-84951736764,7783
HochedlingerN.,2-s2.0-84951738044,7784
NitzlnaderM.,2-s2.0-84951738044,7785
FalgenhauerM.,2-s2.0-84951738044,7786
WelteS.,2-s2.0-84951738044,7787
HaynD.,2-s2.0-84951738044,7788
KoumakisL.,2-s2.0-84951738044,7789
PotamiasG.,2-s2.0-84951738044,7790
TsiknakisM.,2-s2.0-84951738044,3477
SaracenoD.,2-s2.0-84951738044,7791
RinaldiE.,2-s2.0-84951738044,7792
LadensteinR.,2-s2.0-84951738044,7793
SchreierG.,2-s2.0-84951738044,7794
XiongL.,2-s2.0-84951738425,7795
LiH.,2-s2.0-84951738425,1160
TeixeiraP.A.G.,2-s2.0-84951750374,7796
BeaumontM.,2-s2.0-84951750374,7797
GabrielaH.,2-s2.0-84951750374,7798
BailiangC.,2-s2.0-84951750374,7799
VerhaegheJ.-L.,2-s2.0-84951750374,7800
SirveauxF.,2-s2.0-84951750374,7801
BlumA.,2-s2.0-84951750374,7802
NishikawaJ.,2-s2.0-84951760541,7803
KadonoT.,2-s2.0-84951769350,7804
Miyagawa-YamaguchiA.,2-s2.0-84951769350,7805
KiraN.,2-s2.0-84951769350,7806
TomaruY.,2-s2.0-84951769350,7807
OkamiT.,2-s2.0-84951769350,7808
YoshimatsuT.,2-s2.0-84951769350,7809
HouL.,2-s2.0-84951769350,7810
OhamaT.,2-s2.0-84951769350,7811
FukunagaK.,2-s2.0-84951769350,7812
OkauchiM.,2-s2.0-84951769350,7813
YamaguchiH.,2-s2.0-84951769350,7814
OhnishiK.,2-s2.0-84951769350,7815
FalciatoreA.,2-s2.0-84951769350,7816
AdachiM.,2-s2.0-84951769350,7817
VerneuilL.,2-s2.0-84951829027,7818
LeboeufC.,2-s2.0-84951829027,7819
BousquetG.,2-s2.0-84951829027,7820
BrugiereC.,2-s2.0-84951829027,7821
ElbouchtaouiM.,2-s2.0-84951829027,7822
PlassaL.-F.,2-s2.0-84951829027,7823
PeraldiM.-N.,2-s2.0-84951829027,7824
LebbéC.,2-s2.0-84951829027,7825
RatajczakP.,2-s2.0-84951829027,7826
JaninA.,2-s2.0-84951829027,7827
NorrisG.,2-s2.0-84951905855,7828
GodóZ.A.,2-s2.0-84951914624,7829
KissG.,2-s2.0-84951914624,7830
KocsisD.,2-s2.0-84951914624,7831
YaoB.C.,2-s2.0-84951927507,7832
RaoY.J.,2-s2.0-84951927507,7833
WangZ.N.,2-s2.0-84951927507,7834
WuY.,2-s2.0-84951927507,6560
ZhouJ.H.,2-s2.0-84951927507,7835
WuH.,2-s2.0-84951927507,3309
FanM.Q.,2-s2.0-84951927507,7836
CaoX.L.,2-s2.0-84951927507,7837
ZhangW.L.,2-s2.0-84951927507,7838
ChenY.F.,2-s2.0-84951927507,2805
LiY.R.,2-s2.0-84951927507,7839
ChurkinD.,2-s2.0-84951927507,7840
TuritsynS.,2-s2.0-84951927507,7841
WongC.W.,2-s2.0-84951927507,7842
MatherC.,2-s2.0-84951953908,7843
CummingsE.,2-s2.0-84951953908,7844
KropfS.,2-s2.0-84951975176,7845
ChalopinC.,2-s2.0-84951975176,7846
DeneckeK.,2-s2.0-84951975176,7847
JacksonM.W.,2-s2.0-84951992305,7848
HollandD.J.,2-s2.0-84952001378,7849
GladdenL.F.,2-s2.0-84952001378,7850
DabarsW.B.,2-s2.0-84952032284,7851
AgbakobaR.,2-s2.0-84952038989,7852
McGee-LennonM.,2-s2.0-84952038989,7853
BouamraneM.-M.,2-s2.0-84952038989,7854
WatsonN.,2-s2.0-84952038989,7855
MairF.,2-s2.0-84952038989,7856
NikolaiJ.,2-s2.0-84952054907,7857
BennettG.,2-s2.0-84952054907,7858
SchaefferC.A.,2-s2.0-84952308447,7859
ZhuS.,2-s2.0-84952313648,7860
GaoR.,2-s2.0-84952313648,7861
DeFezD.,2-s2.0-84952630380,7862
LuqueM.J.,2-s2.0-84952630380,7863
Garcia-DomeneM.C.,2-s2.0-84952630380,7864
CampsV.,2-s2.0-84952630380,7865
PineeroD.,2-s2.0-84952630380,7866
PuetzV.,2-s2.0-84952631413,7867
BarlinnK.,2-s2.0-84952631413,4101
BodechtelU.,2-s2.0-84952631413,4103
CampbellB.,2-s2.0-84952631413,7868
LinnJ.,2-s2.0-84952631413,7869
GerberJ.C.,2-s2.0-84952631413,7870
DemchukA.M.,2-s2.0-84952631677,7871
MenonB.K.,2-s2.0-84952631677,7872
GoyalM.,2-s2.0-84952631677,7156
LearyM.C.,2-s2.0-84952682905,7873
CaplanL.R.,2-s2.0-84952682905,7874
ZhaoX.-R.,2-s2.0-84952683859,7875
GaoC.,2-s2.0-84952683859,7876
ZhangY.,2-s2.0-84952683859,3061
YuY.-H.,2-s2.0-84952683859,7877
AungstT.D.,2-s2.0-84952717768,7878
MirandaA.C.,2-s2.0-84952717768,7879
Serag-BolosE.S.,2-s2.0-84952717768,7880
NamboodiripadA.,2-s2.0-84952764626,7881
DeepthiK.,2-s2.0-84952764626,7882
YangC.-Y.,2-s2.0-84952766632,7883
WangW.-F.,2-s2.0-84952766632,7884
CaplanL.R.,2-s2.0-84952784395,7874
QiaoL.,2-s2.0-84952872232,7885
LiY.,2-s2.0-84952872232,1082
ChenX.,2-s2.0-84952872232,2854
YangS.,2-s2.0-84952872232,1145
GaoP.,2-s2.0-84952872232,7886
LiuH.,2-s2.0-84952872232,5657
FengZ.,2-s2.0-84952872232,4282
NianY.,2-s2.0-84952872232,7887
QiuM.,2-s2.0-84952872232,557
WeinerJ.,2-s2.0-84952879124,7888
BalijepallyV.,2-s2.0-84952879124,7889
TanniruM.,2-s2.0-84952879124,7890
ShiL.-L.,2-s2.0-84952934945,7891
ShenM.-X.,2-s2.0-84952934945,7892
LuC.-Y.,2-s2.0-84952934945,7893
WangH.-H.,2-s2.0-84952934945,7894
ZhouX.-W.,2-s2.0-84952934945,7895
JinM.-J.,2-s2.0-84952934945,7896
WuT.-D.,2-s2.0-84952934945,7897
UmaVetriSelviG.,2-s2.0-84952977353,7898
NadarajanR.,2-s2.0-84952977353,7899
KrauseA.,2-s2.0-84952988258,7900
ZebunkeM.,2-s2.0-84952988258,7901
BellmannO.,2-s2.0-84952988258,7902
MohrE.,2-s2.0-84952988258,7903
LangbeinJ.,2-s2.0-84952988258,7904
PuppeB.,2-s2.0-84952988258,7905
LuptonD.,2-s2.0-84953206712,7906
LuzE.J.D.S.,2-s2.0-84953221679,7907
SchwartzW.R.,2-s2.0-84953221679,7908
Cámara-ChávezG.,2-s2.0-84953221679,7909
MenottiD.,2-s2.0-84953221679,7910
RuminskiJ.,2-s2.0-84953229038,7911
CzuszynskiK.,2-s2.0-84953229038,7912
LeiteM.R.C.R.,2-s2.0-84953229061,7913
CestariI.A.,2-s2.0-84953229061,7914
CestariI.N.,2-s2.0-84953229061,7915
PrestonC.,2-s2.0-84953248042,7916
ArnavutZ.,2-s2.0-84953248042,7917
KocB.,2-s2.0-84953248042,7918
LyuJ.,2-s2.0-84953249943,7919
MaN.,2-s2.0-84953249943,7920
LiebeskindD.S.,2-s2.0-84953249943,3351
WangD.J.J.,2-s2.0-84953249943,7921
MaL.,2-s2.0-84953249943,3742
XuY.,2-s2.0-84953249943,2492
WangT.,2-s2.0-84953249943,1937
MiaoZ.,2-s2.0-84953249943,7922
LouX.,2-s2.0-84953249943,7923
AlsalehS.M.,2-s2.0-84953267877,7924
AvilesA.I.,2-s2.0-84953267877,7925
SobrevillaP.,2-s2.0-84953267877,7926
CasalsA.,2-s2.0-84953267877,7927
HahnJ.K.,2-s2.0-84953267877,7928
BharadwajA.S.,2-s2.0-84953282825,7929
CelenkM.,2-s2.0-84953282825,7930
YADAVA.R.V.I.N.D.R.,2-s2.0-84953285253,7931
ANANDR.S.,2-s2.0-84953285253,7932
DEWALM.L.,2-s2.0-84953285253,7933
GUPTAS.A.N.G.E.E.T.A.,2-s2.0-84953285253,7934
PigginC.L.,2-s2.0-84953285336,7935
RodenD.L.,2-s2.0-84953285336,7936
Gallego-OrtegaD.,2-s2.0-84953285336,7937
LeeH.J.,2-s2.0-84953285336,7938
OakesS.R.,2-s2.0-84953285336,7939
OrmandyC.J.,2-s2.0-84953285336,7940
PanttiM.,2-s2.0-84953286432,7941
AkarS.A.,2-s2.0-84953300195,7942
KaraS.,2-s2.0-84953300195,7943
BilgiçV.,2-s2.0-84953300195,7944
KazeminiaS.,2-s2.0-84953310284,7945
KarimiN.,2-s2.0-84953310284,7946
SoroushmehrS.M.R.,2-s2.0-84953310284,7947
SamaviS.,2-s2.0-84953310284,7948
DerksenH.,2-s2.0-84953310284,7949
NajarianK.,2-s2.0-84953310284,2204
HussanJ.R.,2-s2.0-84953310685,7950
HunterP.J.,2-s2.0-84953310685,7951
CirujedaP.,2-s2.0-84953325241,7952
MullerH.,2-s2.0-84953325241,7953
RubinD.,2-s2.0-84953325241,7954
AguileraT.A.,2-s2.0-84953325241,7955
LooB.W.,2-s2.0-84953325241,7956
DiehnM.,2-s2.0-84953325241,7957
BinefaX.,2-s2.0-84953325241,7958
DepeursingeA.,2-s2.0-84953325241,3984
MerrillD.,2-s2.0-84953330002,7959
AnR.,2-s2.0-84953330002,7960
SunH.,2-s2.0-84953330002,7630
YakubovB.,2-s2.0-84953330002,7961
MateiD.,2-s2.0-84953330002,7962
TurekJ.,2-s2.0-84953330002,7963
NolteD.,2-s2.0-84953330002,7964
Brunton-SmithI.,2-s2.0-84953331714,7965
McCarthyD.J.,2-s2.0-84953331714,7966
RoussetF.,2-s2.0-84953337987,7967
DucrosN.,2-s2.0-84953337987,7968
D'AndreaC.,2-s2.0-84953337987,7969
PeyrinF.,2-s2.0-84953337987,7970
RotaruM.,2-s2.0-84953392712,7971
